product_id,product_name,category,subcategory,brand,unit_cost,unit_price,launch_date
290,Frigidaire Microwaves 2000,Home Appliances,Microwaves,Frigidaire,277.98,453.72,2024-05-19
291,Lenovo Cameras Series X 519,Electronics,Cameras,Lenovo,1342.16,1804.77,2023-07-01
292,Asus Tablets Mini,Electronics,Tablets,Asus,124.53,173.03,2020-03-24
293,Wilson Hiking Backpacks Pro,Sports,Hiking Backpacks,Wilson,102.8,190.43,2020-05-27
294,Spalding Tennis Rackets Elite,Sports,Tennis Rackets,Spalding,662.72,1169.53,2020-12-07
295,Bosch Pro Air Conditioners,Home Appliances,Air Conditioners,Bosch,549.36,792.6,2022-03-14
296,Dyson Washing Machines Plus 274,Home Appliances,Washing Machines,Dyson,180.52,263.19,2022-06-17
297,Levi's Slim Sweaters,Clothing,Sweaters,Levi's,36.14,85.97,2019-08-30
298,Lenovo Smartphones Max,Electronics,Smartphones,Lenovo,1293.62,1814.4,2023-04-12
299,MAC Glow Foundations,Beauty,Foundations,MAC,29.52,67.36,2022-07-05
300,Nike Classic Shorts,Clothing,Shorts,Nike,59.66,130.75,2020-04-08
301,Coleman Golf Clubs 360,Sports,Golf Clubs,Coleman,44.35,82.79,2023-01-13
302,Levi's Essential Boots,Clothing,Boots,Levi's,120.97,220.06,2022-01-12
303,Coleman Basketballs Trail 377,Sports,Basketballs,Coleman,384.16,761.82,2024-01-11
304,Nike Slim Jeans 194,Clothing,Jeans,Nike,13.96,23.68,2021-11-06
305,Lenovo Gaming Consoles Mini 416,Electronics,Gaming Consoles,Lenovo,398.98,494.34,2020-02-16
306,Zara Classic Activewear,Clothing,Activewear,Zara,19.68,46.04,2023-03-04
307,Whirlpool Microwaves Elite,Home Appliances,Microwaves,Whirlpool,88.59,117.66,2022-07-08
308,Gap Essential Jackets,Clothing,Jackets,Gap,5.56,15.4,2020-05-19
309,Zara Classic Activewear 523,Clothing,Activewear,Zara,101.02,193.81,2022-03-07
310,Dyson Smart Refrigerators,Home Appliances,Refrigerators,Dyson,617.3,774.81,2022-03-12
311,Clinique Radiance Lipsticks,Beauty,Lipsticks,Clinique,45.71,135.09,2019-06-19
312,Neutrogena Radiance Shampoos,Beauty,Shampoos,Neutrogena,3.91,12.14,2020-07-01
313,L'Oreal Luxe Nail Polish,Beauty,Nail Polish,L'Oreal,22.95,67.2,2020-02-20
314,Whirlpool Coffee Makers Elite,Home Appliances,Coffee Makers,Whirlpool,194.75,323.06,2021-02-23
315,West Elm Loft Sofas,Furniture,Sofas,West Elm,970.32,1668.47,2022-10-20
316,L'Oreal Pure Shampoos,Beauty,Shampoos,L'Oreal,92.58,171.06,2021-11-07
317,Frigidaire Smart Dishwashers,Home Appliances,Dishwashers,Frigidaire,175,274.01,2021-11-04
318,Gap Slim Dresses,Clothing,Dresses,Gap,39.78,83.24,2021-02-04
319,Nike Slim T-Shirts,Clothing,T-Shirts,Nike,62.48,127.46,2020-08-16
320,Wilson Sport Hiking Backpacks,Sports,Hiking Backpacks,Wilson,191.26,348.24,2022-12-09
321,Wilson Camping Tents Pro,Sports,Camping Tents,Wilson,129.77,193.97,2020-01-25
322,H&M Sport Activewear,Clothing,Activewear,H&M,5.91,12.91,2021-09-09
323,Pottery Barn Classic Sofas,Furniture,Sofas,Pottery Barn,1048.6,1632.13,2022-03-08
324,Bosch Coffee Makers 2000,Home Appliances,Coffee Makers,Bosch,354.82,509.2,2024-08-20
325,Sony Smart TVs Pro,Electronics,Smart TVs,Sony,129.95,181.85,2023-01-08
326,Cuisinart Pro Vacuum Cleaners,Home Appliances,Vacuum Cleaners,Cuisinart,274.59,378.37,2023-03-03
327,Tommy Hilfiger Classic Sweaters,Clothing,Sweaters,Tommy Hilfiger,63.67,142.08,2022-12-06
328,Ashley Classic Coffee Tables,Furniture,Coffee Tables,Ashley,607.52,906.21,2021-03-29
329,La-Z-Boy Heritage Nightstands,Furniture,Nightstands,La-Z-Boy,567.8,784.27,2022-05-13
330,Revlon Face Masks,Beauty,Face Masks,Revlon,19.98,43.28,2022-11-02
331,Dove Glow Perfumes,Beauty,Perfumes,Dove,46.59,87.83,2021-07-03
332,Nike Slim Boots,Clothing,Boots,Nike,15.99,31.81,2020-03-02
333,KitchenAid Microwaves 2000,Home Appliances,Microwaves,KitchenAid,388.22,520.1,2023-03-31
334,Spalding Tennis Rackets Pro,Sports,Tennis Rackets,Spalding,106.94,195.41,2022-01-01
335,Wilson Tennis Rackets Trail,Sports,Tennis Rackets,Wilson,100.15,182.07,2021-03-03
336,Samsung Smart TVs Pro,Electronics,Smart TVs,Samsung,46.98,71.95,2020-09-09
337,West Elm Modern Office Chairs,Furniture,Office Chairs,West Elm,479.63,839.2,2021-07-13
338,Revlon Radiance Lipsticks,Beauty,Lipsticks,Revlon,51.64,109.17,2021-08-15
339,MAC Foundations,Beauty,Foundations,MAC,22.57,67.4,2022-01-08
340,GE Smart Coffee Makers,Home Appliances,Coffee Makers,GE,843.21,1162.48,2023-04-11
341,Gap Sport Jeans,Clothing,Jeans,Gap,19.26,33.85,2022-05-13
342,Lenovo Cameras Mini,Electronics,Cameras,Lenovo,447.33,678.95,2023-09-14
343,MAC Radiance Skincare Sets,Beauty,Skincare Sets,MAC,41.95,114.77,2024-06-27
344,HP Smart TVs Series X,Electronics,Smart TVs,HP,46.26,59.3,2020-05-07
345,L'Oreal Pure Hair Dryers 391,Beauty,Hair Dryers,L'Oreal,6.67,13.73,2019-10-16
346,Bose Smartwatches Lite 429,Electronics,Smartwatches,Bose,82.42,115.79,2019-02-05
347,Canon Headphones Ultra,Electronics,Headphones,Canon,1156.44,1496.5,2024-03-05
348,Clinique Luxe Nail Polish,Beauty,Nail Polish,Clinique,75.11,172.3,2023-11-07
349,Dyson Pro Washing Machines,Home Appliances,Washing Machines,Dyson,86.47,127.66,2022-02-04
350,Levi's Slim T-Shirts,Clothing,T-Shirts,Levi's,12.03,28.58,2022-06-08
